1000004,8099527
1000004,2236195
1000004,4144930
1000004,6382971
1000004,2540781
1000004,8233986
1000004,9005095
1000004,68669
1000004,9381936
1000004,7798354
1000004,6956833
1000004,8391878
1000004,3732346
1000004,5599212
1000004,1323875
1000004,3061914
1000004,7892915
1000004,7536899
1000004,7139219
1000004,5097470
1000004,630999
1000004,4770397
1000004,2653737
1000004,9420443
1000005,7790475
1000005,8463364
1000005,547537
1000005,6515102
1000005,4046632
1000005,1051676
1000005,8437426
1000005,1276183
1000005,8440545
1000005,9585456
1000005,477002
1000005,9566456
1000005,3157235
1000005,2234844
1000005,7677572
1000005,7804552
1000005,6036135
1000005,2525427
1000005,2142156
1000005,916800
1000005,6129964
1000005,6322661
1000005,3665160
1000005,5478605
1000005,7191577
1000005,9325532
1000005,9920661
1000005,8988594
1000005,6373121
1000005,3597496
1000005,6289680
1000005,7800497
1000005,4931850
1000005,5283979
1000005,5697703
1000005,6140884
1000005,3034535
1000005,2229565
1000005,926625
1000005,8622278
1000006,5846141
1000006,6898811
1000006,5667976
1000006,8669600
1000006,228438
1000006,2194274
1000006,6883151
1000006,652350
1000006,5434801
1000006,669357
1000006,4405646
1000006,9737421
1000006,3921065
1000006,5537922
1000006,3651976
1000006,2658226
1000006,4312900
1000006,5393827
1000006,7060842
1000006,8423185
1000006,2769355
1000006,8014321
1000006,1010097
1000006,5107829
1000006,3889581
1000006,9972378
1000006,253571
1000006,1572104
1000006,5981047
1000006,5250111
1000006,4536809
1000006,3379469
1000006,6910196
1000006,6926891
1000006,4898445
1000006,4238185
1000006,7337269
1000006,4442112
1000006,788228
1000006,2604766
1000007,6474787
1000007,1156751
1000007,9542451
1000007,9677702
1000007,7538176
1000007,1966014
1000007,6413531
1000007,134497
1000007,3844508
1000007,6553865
1000007,9944158
1000007,6005545
1000007,824417
1000007,830946
1000007,4862207
1000007,8952442
1000007,9357173
1000007,2178254
1000007,5780810
1000007,2939294
1000007,3442473
1000007,4378797
1000007,250428
1000007,9125609
1000007,1940714
1000007,7977194
1000007,4406522
1000007,5828939
1000007,8502014
1000007,3444727
1000007,8667284
1000007,3896551
1000007,6681578
1000007,4848688
1000007,8201236
1000007,9907036
1000007,1316683
1000007,6563625
1000007,7560783
1000007,7988740
1000008,1096459
1000008,7583719
1000008,1746784
1000008,1116103
1000008,2200273
1000008,2163208
1000008,3358638
1000008,4337164
1000008,4415232
1000008,9204375
1000008,904321
1000008,4242748
1000008,5415908
1000008,9929121
1000008,7648957
1000008,769649
1000008,8837397
1000008,2005160
1000008,6139472
1000008,8742509
1000008,2595309
1000008,7759639
1000008,5507083
1000008,1648304
1000008,3766821
1000008,2358747
1000008,8291012
1000008,9770388
1000008,8705127
1000008,4231424
1000008,6117074
1000008,9404034
1000008,9896744
1000008,6894071
1000008,4900023
1000008,2345905
1000008,8976528
1000008,6916301
1000008,8836140
1000008,1627005
1000009,360908
1000009,6032251
1000009,6400154
1000009,9792297
1000009,7248396
1000009,5874525
1000009,3965495
1000009,6555957
1000009,9357407
1000009,8305718
1000009,9384424
1000009,4695352
1000009,4853759
1000009,7442249
1000009,7649465
1000009,1231724
1000009,4693506
1000009,7229196
1000009,8467702
1000009,741393
1000009,1241995
1000009,8076176
1000009,2181468
1000009,9548136
1000009,2351243
1000009,5314109
1000009,1759289
1000009,9253908
1000009,5321984
1000009,6069649
1000009,6582865
1000009,4301488
1000009,557514
1000009,1138034
1000009,1103142
1000009,3716985
1000009,1508692
1000009,718500
1000009,8268545
1000009,3073453
1000010,8515374
1000010,985311
1000010,7757429
1000010,3494033
1000010,2129031
1000010,275520
1000010,7538487
1000010,3274685
1000010,3517087
1000010,6277097
1000010,3444149
1000010,7208766
1000010,5455577
1000010,764046
1000010,4800553
1000010,892009
1000010,5304104
1000010,7536072
1000010,8860835
1000010,2245156
1000010,3516355
1000010,6835719
1000010,4094415
1000010,4685842
1000010,6313023
1000010,6894176
1000010,4815732
1000010,4632758
1000010,9630343
1000010,3040380
1000010,1519659
1000010,6077740
1000010,3138520
1000010,2533063
1000010,6020128
1000010,7366113
1000010,4630555
1000010,5812209
1000010,638609
1000010,5440423
1000011,9118081
1000011,1016103
1000011,1441569
1000011,2526668
1000011,3398628
1000011,3898958
1000011,3821278
1000011,4794129
1000011,7504447
1000011,6483063
1000011,7252145
1000011,7114404
1000011,6310791
1000011,1645214
1000011,585892
1000011,1214960
1000011,6947385
1000011,7193360
1000011,1655504
1000011,3491181
1000011,3876891
1000011,7840230
1000011,4193990
1000011,6466948
1000011,6365796
1000011,5759399
1000011,2313560
1000011,9239919
1000011,391437
1000011,6652950
1000011,7509893
1000011,3833443
1000011,8266255
1000011,4602168
1000011,4861112
1000011,4799923
1000011,8587084
1000011,3681329
1000011,4421650
1000011,5894318
